Body Name,Organisational Unit,Expenditure Category,Expenditure Code,Narrative,Paid Date,Trans No,Amount,Type,Supplier ID,Supplier Name 
Oxford City Council,Community Services,Main Contractor,Y021,Cp Capex: Leisure Centre Improvement Work A4815,28/07/2015,1018361_1,£7355.00,Capital,20016691,Cotswold Turf Supplies                            
Oxford City Council,Business Improvement,General Contracted Services,D3401,Navy Blue Panama Polyester Councillors Robe,02/09/2015,1019331_1,£1782.00,Revenue,20016708,Michaels Civic Robes                              
Oxford City Council,Law and Governance,Subscriptions,D3703,Seec Membership Subscription 201516,04/08/2015,1018741_1,£1705.00,Revenue,20016728,South East Englands Councils                      
Oxford City Council,Community Services,Consultants Fees,D3411,Ct Fees: Consultancy: Event Management,04/08/2015,1019122_1,£8263.36,Revenue,20016762,Ian Nolan Events Ltd                              
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,"Redacted, Personal Data",02/09/2015,1020149_1,£979.00,Capital,20016791,Spitfire Network Services Ltd                     
Oxford City Council,Business Improvement,Consultants Fees,D3411,Gov-metric Consultancy Work,25/08/2015,1020115_1,£1300.00,Revenue,20016800,Rol Solutions Ltd T/a Rol                         
Oxford City Council,Business Improvement,Main Contractor,Y021,3.10e+15,22/09/2015,1020708_1,£15722.19,Capital,20016801,Bytes Software Services Ltd                       
Oxford City Council,Business Improvement,General Contracted Services,D3401,Mitel Mn3300 Icp  Marsh Road,21/07/2015,1018647_1,£258.20,Revenue,20016844,Ng Bailey It Services Ltd                         
Oxford City Council,Business Improvement,General Contracted Services,D3401,Mitel Mn3300 Icp  Marsh Road,21/07/2015,1018647_2,£510.22,Revenue,20016844,Ng Bailey It Services Ltd                         
Oxford City Council,Business Improvement,General Contracted Services,D3401,Mitel Mn3300 Icp  Marsh Road,21/07/2015,1018647_3,£1919.49,Revenue,20016844,Ng Bailey It Services Ltd                         
Oxford City Council,Business Improvement,General Contracted Services,D3401,Mitel Mn3300 Icp  Marsh Road,21/07/2015,1018647_4,£397.38,Revenue,20016844,Ng Bailey It Services Ltd                         
Oxford City Council,Business Improvement,General Contracted Services,D3401,Mitel Mn3300 Icp  Marsh Road,21/07/2015,1018647_5,£516.41,Revenue,20016844,Ng Bailey It Services Ltd                         
Oxford City Council,Business Improvement,General Contracted Services,D3401,Mitel Mn3300 Icp  Marsh Road,21/07/2015,1018647_6,£77.47,Revenue,20016844,Ng Bailey It Services Ltd                         
Oxford City Council,Business Improvement,Consultants Fees,D3411,2 Ad Hock Conultancy Days,25/08/2015,1020040_1,£850.00,Revenue,20016844,Ng Bailey It Services Ltd                         
Oxford City Council,Business Improvement,General Contracted Services,D3401,Ad Hock Consultancy Days,29/09/2015,1021307_1,£4529.17,Revenue,20016844,Ng Bailey It Services Ltd                         
Oxford City Council,HRA,Disturbance Payments,D3605,"Redacted, Personal Data",02/09/2015,46286993_1,£858.35,Revenue,20016872,Morefloorless Ltd T/as Carpets 4 Less             
Oxford City Council,HRA,Disturbance Payments,D3605,"Redacted, Personal Data",02/09/2015,46286993_2,£262.50,Revenue,20016872,Morefloorless Ltd T/as Carpets 4 Less             
Oxford City Council,HRA,Disturbance Payments,D3605,"Redacted, Personal Data",02/09/2015,46286994_1,£767.78,Revenue,20016872,Morefloorless Ltd T/as Carpets 4 Less             
Oxford City Council,HRA,Disturbance Payments,D3605,"Redacted, Personal Data",02/09/2015,46286994_2,£262.50,Revenue,20016872,Morefloorless Ltd T/as Carpets 4 Less             
Oxford City Council,HRA,Disturbance Payments,D3605,"Redacted, Personal Data",02/09/2015,46286995_1,£1690.83,Revenue,20016872,Morefloorless Ltd T/as Carpets 4 Less             
Oxford City Council,HRA,Disturbance Payments,D3605,"Redacted, Personal Data",02/09/2015,46286995_2,£275.00,Revenue,20016872,Morefloorless Ltd T/as Carpets 4 Less             
Oxford City Council,HRA,Disturbance Payments,D3605,"Redacted, Personal Data",02/09/2015,46286996_1,£1162.81,Revenue,20016872,Morefloorless Ltd T/as Carpets 4 Less             
Oxford City Council,HRA,Disturbance Payments,D3605,"Redacted, Personal Data",02/09/2015,46286996_2,£366.67,Revenue,20016872,Morefloorless Ltd T/as Carpets 4 Less             
Oxford City Council,HRA,Disturbance Payments,D3605,"Redacted, Personal Data",02/09/2015,46286997_1,£1700.67,Revenue,20016872,Morefloorless Ltd T/as Carpets 4 Less             
Oxford City Council,HRA,Disturbance Payments,D3605,"Redacted, Personal Data",02/09/2015,46286997_2,£275.00,Revenue,20016872,Morefloorless Ltd T/as Carpets 4 Less             
Oxford City Council,Community Services,Cleaning Materials,B1601,Drain Cleaner Enzyme 1x5ltr,11/08/2015,1018904_1,£526.72,Revenue,20016920,Alliance Disposables Ltd                          
Oxford City Council,Community Services,Cleaning Materials,B1601,Bleach 5 Litre 4 Active,02/09/2015,1019696_1,£1205.93,Revenue,20016920,Alliance Disposables Ltd                          
Oxford City Council,Community Services,Grants,D3701,Healthly Mind Grant Hubs,07/07/2015,1017630_1,£2390.00,Revenue,20016933,Oxford Health Nhs Foundation Trust                
Oxford City Council,Community Services,General Contracted Services,D3401,Dancing Oxford May 2015  Po 8008798,14/07/2015,1017374_1,£1021.75,Revenue,20016954,Mj Events Support Ltd                             
Oxford City Council,Community Services,Security Services,D3418,Ct Security Services,04/08/2015,1018930_1,£3780.00,Revenue,20016981,Scope Security Ltd
Oxford City Council,Community Services,Security Services,D3418,Ct Security Services,25/08/2015,1019836_1,£4428.00,Revenue,20016981,Scope Security Ltd
Oxford City Council,Community Services,Security Services,D3418,Ct Security Services,29/09/2015,1021100_1,£4077.00,Revenue,20016981,Scope Security Ltd
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,"Redacted, Personal Data",11/08/2015,1018914_1,£5644.00,Capital,20016993,Oxfordshire Wet Rooms & Showers                   
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,"Redacted, Personal Data",04/08/2015,1019089_1,£2989.00,Capital,20016993,Oxfordshire Wet Rooms & Showers                   
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,"Redacted, Personal Data",04/08/2015,1019091_1,£3387.00,Capital,20016993,Oxfordshire Wet Rooms & Showers                   
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,"Redacted, Personal Data",25/08/2015,1020081_1,£4607.00,Capital,20016993,Oxfordshire Wet Rooms & Showers                   
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,"Redacted, Personal Data",15/09/2015,1020568_1,£3985.00,Capital,20016993,Oxfordshire Wet Rooms & Showers                   
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,"Redacted, Personal Data",22/09/2015,1020604_1,£3227.00,Capital,20016993,Oxfordshire Wet Rooms & Showers                   
Oxford City Council,Direct Services,Materials,D3021,So00000888               | Pi/047452/48,04/08/2015,47980870_0,£359.13,Revenue,20017004,Hartwell Oxford Renault                           
Oxford City Council,Direct Services,Materials,D3021,So00000888               | Pi/047452/48,04/08/2015,47980870_1,£45.27,Revenue,20017004,Hartwell Oxford Renault                           
Oxford City Council,Direct Services,Materials,D3021,So00000888               | Pi/047452/48,04/08/2015,47980870_2,£138.77,Revenue,20017004,Hartwell Oxford Renault                           
Oxford City Council,Direct Services,Materials,D3021,So00001646               | Pi/048345/48,15/09/2015,47981603_1,£355.04,Revenue,20017004,Hartwell Oxford Renault                           
Oxford City Council,Direct Services,Materials,D3021,So00001646               | Pi/048345/48,15/09/2015,47981603_10,£20.11,Revenue,20017004,Hartwell Oxford Renault                           
Oxford City Council,Direct Services,Materials,D3021,So00001646               | Pi/048345/48,15/09/2015,47981603_11,£9.10,Revenue,20017004,Hartwell Oxford Renault                           
Oxford City Council,Direct Services,Materials,D3021,So00001646               | Pi/048345/48,15/09/2015,47981603_12,£42.48,Revenue,20017004,Hartwell Oxford Renault                           
Oxford City Council,Direct Services,Materials,D3021,So00001646               | Pi/048345/48,15/09/2015,47981603_13,£9.17,Revenue,20017004,Hartwell Oxford Renault                           
Oxford City Council,Direct Services,Materials,D3021,So00001646               | Pi/048345/48,15/09/2015,47981603_14,£32.78,Revenue,20017004,Hartwell Oxford Renault                           
Oxford City Council,Direct Services,Materials,D3021,So00001646               | Pi/048345/48,15/09/2015,47981603_2,£5.13,Revenue,20017004,Hartwell Oxford Renault                           
Oxford City Council,Direct Services,Materials,D3021,So00001646               | Pi/048345/48,15/09/2015,47981603_3,£15.81,Revenue,20017004,Hartwell Oxford Renault                           
Oxford City Council,Direct Services,Materials,D3021,So00001646               | Pi/048345/48,15/09/2015,47981603_4,£205.60,Revenue,20017004,Hartwell Oxford Renault                           
Oxford City Council,Direct Services,Materials,D3021,So00001646               | Pi/048345/48,15/09/2015,47981603_5,£37.09,Revenue,20017004,Hartwell Oxford Renault                           
Oxford City Council,Direct Services,Materials,D3021,So00001646               | Pi/048345/48,15/09/2015,47981603_6,£16.61,Revenue,20017004,Hartwell Oxford Renault                           
Oxford City Council,Direct Services,Materials,D3021,So00001646               | Pi/048345/48,15/09/2015,47981603_7,£277.57,Revenue,20017004,Hartwell Oxford Renault                           
Oxford City Council,Direct Services,Materials,D3021,So00001646               | Pi/048345/48,15/09/2015,47981603_8,£10.83,Revenue,20017004,Hartwell Oxford Renault                           
Oxford City Council,Direct Services,Materials,D3021,So00001646               | Pi/048345/48,15/09/2015,47981603_9,£51.30,Revenue,20017004,Hartwell Oxford Renault                           
Oxford City Council,Transformation,Advertising & Publicity,D3802,,29/09/2015,1020844_1,£627.00,Revenue,20017005,Allwag Promotions Ltd                             
Oxford City Council,Direct Services,Advertising & Publicity,D3802   , ,15/09/2015,60043693_0,£820.00,Revenue,20017005,Allwag Promotions Ltd                             
Oxford City Council,Direct Services,Tools,D3023   ,Po00000062               | 26558,14/07/2015,47980543_0,£749.00,Revenue,20017028,Mastertech Tools Limited
Oxford City Council,Direct Services,General Contracted Services,D3401,Po00000141               | 77796,28/07/2015,47980824_1,£4956.73,Revenue,20017042,Bandvulc Truck Tyres
Oxford City Council,Direct Services,Protective Clothing,D3201,Po00000193               | 78998,08/09/2015,47981504_1,£2738.15,Revenue,20017042,Bandvulc Truck Tyres
Oxford City Council,Direct Services,General Contracted Services,D3401,Po00000224               | 79703,15/09/2015,47981581_1,£4502.57,Revenue,20017042,Bandvulc Truck Tyres
Oxford City Council,Environmental Sustainability,Consultants Fees,D3411,Iee Contract Wp4,14/07/2015,1018030_1,£31048.22,Revenue,20017096,The Low Carbon Hub                                
Oxford City Council,Environmental Sustainability,Consultants Fees,D3411,Consultancy Services Lch Hannah Jacobs,22/09/2015,1020508_1,£4750.00,Revenue,20017096,The Low Carbon Hub                                
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,Rosehill Community Centre,28/07/2015,48021263_1,£1950.00,Capital,20017120,Adp Architects                                    
Oxford City Council,General Fund,VAT Pro Forma Invoices,Z110205,Rosehill Community Centre,28/07/2015,48021263_2,£390.00,Revenue,20017120,Adp Architects                                    
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,Rose Hill Comm Centre,25/08/2015,48021274_1,£1950.00,Capital,20017120,Adp Architects                                    
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,Rose Hill Community Centre,22/09/2015,48021295_1,£1950.00,Capital,20017120,Adp Architects                                    
Oxford City Council,General Fund,VAT Pro Forma Invoices,Z110205,Rose Hill Community Centre,22/09/2015,48021295_2,£390.00,Revenue,20017120,Adp Architects                                    
Oxford City Council,Organisational Development,Corporate Development Programme,A0631,Training Delivery  2 Sessions,14/07/2015,1018259_1,£550.00,Revenue,20017209,Sue Howlett                                       
Oxford City Council,Organisational Development,Corporate Development Programme,A0631,Training Delivery  2 Sessions,14/07/2015,1018260_1,£550.00,Revenue,20017209,Sue Howlett                                       
Oxford City Council,Organisational Development,Corporate Development Programme,A0631,Training Delivery 4 Sessions,14/07/2015,1018261_1,£1100.00,Revenue,20017209,Sue Howlett                                       
Oxford City Council,Organisational Development,Corporate Development Programme,A0631,Training Delivery 2 Sessions,14/07/2015,1018262_1,£550.00,Revenue,20017209,Sue Howlett                                       
Oxford City Council,Organisational Development,Corporate Development Programme,A0631,Training Delivery  2 Sessions,21/07/2015,1018477_1,£550.00,Revenue,20017209,Sue Howlett                                       
Oxford City Council,Organisational Development,Corporate Development Programme,A0631,Training Delivery Customer Service,28/07/2015,1018834_1,£550.00,Revenue,20017209,Sue Howlett                                       
Oxford City Council,Organisational Development,Corporate Development Programme,A0631,Training Delivery  Customer Service,25/08/2015,1020107_1,£550.00,Revenue,20017209,Sue Howlett                                       
Oxford City Council,Organisational Development,Corporate Development Programme,A0631,Training Delivery,25/08/2015,1020108_1,£550.00,Revenue,20017209,Sue Howlett                                       
Oxford City Council,Business Improvement,Rent,B1701,Base Rent Base Rent,07/07/2015,1018268_1,£5457.25,Revenue,20017686,Workman Llp                                       
Oxford City Council,Organisational Development,Corporate Development Programme,A0631,Training Delivery  Customer Service,25/08/2015,1020109_1,£550.00,Revenue,20017209,Sue Howlett                                       
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101,Kentucky Blue Handle  And  Holder,22/09/2015,1020437_1,£1017.10,Revenue,20017252,Cherwell Packaging Ltd                            
Oxford City Council,Direct Services,Materials,D3021   , ,14/07/2015,60040772_1,£564.60,Revenue,20017252,Cherwell Packaging Ltd                            
Oxford City Council,Direct Services,Materials,D3021   , ,21/07/2015,60041025_1,£507.79,Revenue,20017252,Cherwell Packaging Ltd                            
Oxford City Council,Direct Services,Materials,D3021   , ,28/07/2015,60041270_1,£1340.87,Revenue,20017252,Cherwell Packaging Ltd                            
Oxford City Council,Direct Services,Protective Clothing,D3201   , ,11/08/2015,60041878_0,£688.10,Revenue,20017252,Cherwell Packaging Ltd                            
Oxford City Council,Direct Services,Materials,D3021   , ,11/08/2015,60042005_1,£770.67,Revenue,20017252,Cherwell Packaging Ltd                            
Oxford City Council,Direct Services,Materials,D3021, ,18/08/2015,60042591_1,£603.01,Revenue,20017252,Cherwell Packaging Ltd                            
Oxford City Council,Direct Services,Materials,D3021, ,25/08/2015,60042748_0,£622.42,Revenue,20017252,Cherwell Packaging Ltd                            
Oxford City Council,Suspense,Materials,D3021, ,29/09/2015,60044189_0,£971.14,Revenue,20017252,Cherwell Packaging Ltd                            
Oxford City Council,Direct Services,Materials,D3021, ,29/09/2015,60044257_0,£725.48,Revenue,20017252,Cherwell Packaging Ltd                            
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,Redevelopment Of Westgate Shopping Centre Oxford,21/07/2015,1018340_1,£5976.00,Capital,20017253,Bond Dickinson Llp
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,Redevelopment Of Westgate Shopping Centre Oxford,21/07/2015,1018650_1,£3475.50,Capital,20017253,Bond Dickinson Llp
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,Redevelopment Of Westgate Shopping Centre Oxford,04/08/2015,1019142_1,£6096.00,Capital,20017253,Bond Dickinson Llp
Oxford City Council,Housing and Property,Consultants Fees,D3411,Fees Expenses  And,25/08/2015,1020050_1,£7286.50,Revenue,20017253,Bond Dickinson Llp
Oxford City Council,Housing and Property,Consultants Fees,D3411,Redevelopment Of Westgate Shopping Centre Oxford,15/09/2015,1020281_1,£12638.53,Revenue,20017253,Bond Dickinson Llp
Oxford City Council,Housing and Property,Consultants Fees,D3411,Redevelopment Of Westgate Shopping Centre Oxford,22/09/2015,1020680_1,£4040.73,Revenue,20017253,Bond Dickinson Llp
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,Covered Market Val 2,18/08/2015,48021280_1,£26310.40,Capital,20017269,Croft Building & Conservation Ltd                 
Oxford City Council,Direct Services,General Contracted Services,D3401, ,18/08/2015,60042330_0,£3420.00,Revenue,20017285,H W Martin (traffic Management) Ltd               
Oxford City Council,Organisational Development,Corporate Development Programme,A0631,"Nc Training: Induction, Equalities And Diversity",25/08/2015,1019834_1,£1745.00,Revenue,20017304,Q.learning Ltd                                    
Oxford City Council,Community Services,General Contracted Services,D3401,,15/09/2015,1020700_1,£4800.00,Revenue,20017380,Natalie Chambers                                  
Oxford City Council,Business Improvement,Software Maintenance/Running Costs,D3513,Iken Case Management  And  Time,04/08/2015,1019231_1,£4050.00,Revenue,20017397,Iken Business Ltd                                 
Oxford City Council,Business Improvement,Software Maintenance/Running Costs,D3513,Iken Case Management  And  Time,04/08/2015,1019231_2,£720.00,Revenue,20017397,Iken Business Ltd                                 
Oxford City Council,Organisational Development,CPD (Continuous Professional Development),A0634,Web Units  500 Units,11/08/2015,1019342_1,£1310.00,Revenue,20017400,Thomas International Uk Ltd                       
Oxford City Council,Community Services,General Contracted Services,D3401,Services As Disco Dadz Project Management As Part Of Dancin Oxford Programme,21/07/2015,1018517_1,£750.00,Revenue,20017408,Rachel Gildea                                     
Oxford City Council,Business Improvement,Subscriptions,D3703,Oxford City Council  Pqp Engagement Plan,14/07/2015,1018420_1,£500.00,Revenue,20017412,Cipp                                              
Oxford City Council,HRA,Main Contractor,Y021,"Redacted, Personal Data",27/10/2015,1022028_1,£198030.16,Capital,20000236,J B Leadbitter & Co Ltd
Oxford City Council,Financial Services,Consultants Fees,D3411,First Quarterly Invoice In Respect Of Audit Services Provided,25/08/2015,1019413_1,£27903.00,Revenue,20017442,Ernst & Young Llp                                 
Oxford City Council,Financial Services,Consultants Fees,D3411,Psaa For 201314 Housing Benefit Dwp,22/09/2015,1020283_1,£3510.00,Revenue,20017442,Ernst & Young Llp                                 
Oxford City Council,Community Services,General Contracted Services,D3401,Prince2 Foundation,07/07/2015,1018041_1,£579.00,Revenue,20017483,The Knowledge Academy Ltd.                        
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,Sport England Reconciliation,18/08/2015,1019816_1,£620.00,Revenue,20017523,Drs Finance Ltd                                   
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,Sport England Reconciliation,18/08/2015,1019817_1,£600.00,Revenue,20017523,Drs Finance Ltd                                   
Oxford City Council,Direct Services,Street Furniture,B1014   , ,28/07/2015,60041547_0,£14405.00,Revenue,20017539,Nibra Signs Ltd                                   
Oxford City Council,Suspense,Child Care Vouchers,A0709,Childcare - July 2015,21/07/2015,46286498_1,£12826.50,Revenue,20017541,Computershare Voucher Services
Oxford City Council,Suspense,Child Care Vouchers,A0709,Childcare - July 2015 Service Charge,21/07/2015,46286498_2,£198.81,Revenue,20017541,Computershare Voucher Services
Oxford City Council,Suspense,Child Care Vouchers,A0709,Childcare August 2015,25/08/2015,46286835_1,£12589.00,Revenue,20017541,Computershare Voucher Services
Oxford City Council,Suspense,Child Care Vouchers,A0709,Childcare August 2015,25/08/2015,46286835_2,£197.26,Revenue,20017541,Computershare Voucher Services
Oxford City Council,Suspense,Child Care Vouchers,A0709,Childcare - September 2015,15/09/2015,46287093_1,£12290.00,Revenue,20017541,Computershare Voucher Services
Oxford City Council,Suspense,Child Care Vouchers,A0709,Childcare - September 2015 Service Charge,15/09/2015,46287093_2,£194.32,Revenue,20017541,Computershare Voucher Services
Oxford City Council,Community Services,Awards / Prizes,D3705,Room Draping And Decor,02/09/2015,1020312_1,£750.00,Revenue,20017543,Noorani Events                                    
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101   , ,07/07/2015,60040687_1,£921.00,Revenue,20017593,Water Services
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101   , ,07/07/2015,60040737_1,£674.25,Revenue,20017593,Water Services
Oxford City Council,Direct Services,Short Courses,A0622,17062015,14/07/2015,1017967_1,£3170.00,Revenue,20017599,Phoenix Hsc (uk) Ltd                              
Oxford City Council,Business Improvement,Consultants Fees,D3411,Occupational Health Advisor,21/07/2015,1018557_1,£5012.50,Revenue,20017632,Duradiamond Healthcare Ltd                        
Oxford City Council,Business Improvement,Consultants Fees,D3411,Occupational Health Advisor,28/07/2015,1019036_1,£5012.50,Revenue,20017632,Duradiamond Healthcare Ltd                        
Oxford City Council,Business Improvement,Consultants Fees,D3411,Onsite Asbestos Medicals Clinic,11/08/2015,1019317_1,£1250.00,Revenue,20017632,Duradiamond Healthcare Ltd                        
Oxford City Council,Business Improvement,Consultants Fees,D3411,Onsite Health Surveillance Clinic,11/08/2015,1019337_1,£1600.00,Revenue,20017632,Duradiamond Healthcare Ltd                        
Oxford City Council,Business Improvement,Consultants Fees,D3411,Onsite Asbestos Medicals 1 Day,02/09/2015,1019423_1,£1250.00,Revenue,20017632,Duradiamond Healthcare Ltd                        
Oxford City Council,Business Improvement,Consultants Fees,D3411,Onsite Health Surveillance Clinic,02/09/2015,1019452_1,£800.00,Revenue,20017632,Duradiamond Healthcare Ltd                        
Oxford City Council,Business Improvement,Consultants Fees,D3411,Occupational Health Advisor,02/09/2015,1019471_1,£5012.50,Revenue,20017632,Duradiamond Healthcare Ltd                        
Oxford City Council,Business Improvement,Consultants Fees,D3411,Onsite Asbestos Medicals Clinic,02/09/2015,1019521_1,£1250.00,Revenue,20017632,Duradiamond Healthcare Ltd                        
Oxford City Council,Business Improvement,Consultants Fees,D3411,Onsite Asbestos Medical Clinic,15/09/2015,1020506_1,£1250.00,Revenue,20017632,Duradiamond Healthcare Ltd                        
Oxford City Council,Business Improvement,Consultants Fees,D3411,Onsite Asbestos Medicals,15/09/2015,1020525_1,£3750.00,Revenue,20017632,Duradiamond Healthcare Ltd                        
Oxford City Council,Organisational Development,CPD (Continuous Professional Development),A0634,Project Set Up,21/07/2015,1018545_1,£875.00,Revenue,20017664,Greenbank Ltd                                     
Oxford City Council,Housing and Property,Rent,B1701,Balancing Service Charge,18/08/2015,1019321_1,£38997.62,Revenue,20017686,Workman Llp                                       
Oxford City Council,Housing and Property,Rent,B1701,Additional Rent,18/08/2015,1019322_1,£698.28,Revenue,20017686,Workman Llp                                       
Oxford City Council,Housing and Property,Rent,B1701,Additional Rent,18/08/2015,1019323_1,£1125.00,Revenue,20017686,Workman Llp                                       
Oxford City Council,Housing and Property,Rent,B1701,Additional Rent,18/08/2015,1019324_1,£1125.00,Revenue,20017686,Workman Llp                                       
Oxford City Council,Housing and Property,Rent,B1701,Additional Rent Saturday,18/08/2015,1019325_1,£1125.00,Revenue,20017686,Workman Llp                                       
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,Service Charge Service,15/09/2015,1020581_1,£16038.49,Revenue,20017686,Workman Llp                                       
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,Boiler Replacement,18/08/2015,1019678_1,£2974.08,Capital,20017734,Valiant Oxford
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,,22/09/2015,1021019_1,£5120.00,Capital,20017827,Owen Cashell General Builder                      
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,Town Hall - Main Hall Decs. 200001115542,07/07/2015,46286301_1,£975.00,Revenue,20017839,Hedgesmart Ltd                                    
Oxford City Council,Community Services,Instructors & Coaching Fees,D3413,Staffing For Sessions 10th April  17th July 2015,11/08/2015,1019283_1,£1120.00,Revenue,20017842,Wolvercote Young Peoples Club Ltd                 
Oxford City Council,Direct Services,Materials,D3021,So00001215               | 22889,18/08/2015,47981138_1,£248.00,Revenue,20017847,N A Brown Ltd                                     
Oxford City Council,Direct Services,Materials,D3021,So00001215               | 22889,18/08/2015,47981138_2,£117.00,Revenue,20017847,N A Brown Ltd                                     
Oxford City Council,Direct Services,Materials,D3021,So00001215               | 22889,18/08/2015,47981138_3,£189.00,Revenue,20017847,N A Brown Ltd                                     
Oxford City Council,Direct Services,Materials,D3021,So00000836               | 22703,25/08/2015,47981242_1,£201.50,Revenue,20017847,N A Brown Ltd                                     
Oxford City Council,Direct Services,Materials,D3021,So00000836               | 22703,25/08/2015,47981242_2,£370.50,Revenue,20017847,N A Brown Ltd                                     
Oxford City Council,Direct Services,Materials,D3021,So00000836               | 22703,25/08/2015,47981242_3,£378.00,Revenue,20017847,N A Brown Ltd                                     
Oxford City Council,Direct Services,Materials,D3021,So00001569               | 23072,29/09/2015,47981727_2,£312.00,Revenue,20017847,N A Brown Ltd                                     
Oxford City Council,Direct Services,Materials,D3021,So00001569               | 23072,29/09/2015,47981727_3,£235.00,Revenue,20017847,N A Brown Ltd                                     
Oxford City Council,Business Improvement,General Contracted Services,D3401,6370/220167,29/09/2015,1021293_1,£38205.00,Revenue,20017849,Netcall Telecom Ltd                               
Oxford City Council,Environmental Sustainability,General Contracted Services,D3401,Tricky Trail Bikes At Blackbird Leys Oxfest,15/09/2015,1020721_1,£520.00,Revenue,20017854,Adventure Plus                                    
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,Town Hall Main Hall Decs,14/07/2015,46286538_1,£975.00,Revenue,20017859,University Of Lincoln                             
Oxford City Council,Community Services,General Contracted Services,D3401,Supporting Resources,21/07/2015,1018326_1,£12000.00,Revenue,20017887,Create Development                                
Oxford City Council,Community Services,Provisions,D3101,April 2015 Catering,07/07/2015,1018243_1,£1924.35,Revenue,20017894,Othc Lemon Zest                                   
Oxford City Council,Community Services,Town Hall Catering Recharge,D3104,April 2015 Catering,07/07/2015,1018243_2,£3626.70,Revenue,20017894,Othc Lemon Zest                                   
Oxford City Council,Community Services,Provisions,D3101,1 000 Sac 21  Ek 1 8  Pastry Selection,15/09/2015,1019823_1,£808.80,Revenue,20017894,Othc Lemon Zest                                   
Oxford City Council,Community Services,Town Hall Catering Recharge,D3104,1 000 Sac 21  Ek 1 8  Pastry Selection,15/09/2015,1019823_2,£6692.50,Revenue,20017894,Othc Lemon Zest                                   
Oxford City Council,Community Services,Provisions,D3101,0900 St Aldates  Dp07  Tea  And  Coffee 1 0,08/09/2015,1020401_1,£540.40,Revenue,20017894,Othc Lemon Zest                                   
Oxford City Council,Community Services,Town Hall Catering Recharge,D3104,0900 St Aldates  Dp07  Tea  And  Coffee 1 0,08/09/2015,1020401_2,£3808.05,Revenue,20017894,Othc Lemon Zest                                   
Oxford City Council,Community Services,Provisions,D3101,1 400 Clerks Room  External  Biscuits,29/09/2015,1021138_1,£293.50,Revenue,20017894,Othc Lemon Zest                                   
Oxford City Council,Community Services,Town Hall Catering Recharge,D3104,1 400 Clerks Room  External  Biscuits,29/09/2015,1021138_2,£1864.15,Revenue,20017894,Othc Lemon Zest                                   
Oxford City Council,Direct Services,Engineering Services Supplies and Services,D3319   , ,03/07/2015,60039991_1,£10304.40,Revenue,20017934,M J Titchmarsh Construction                       
Oxford City Council,Direct Services,Engineering Services Supplies and Services,D3319   , ,03/07/2015,60039992_0,£5713.50,Revenue,20017934,M J Titchmarsh Construction                       
Oxford City Council,Direct Services,Materials,D3021   , ,03/07/2015,60039993_1,£9455.00,Revenue,20017934,M J Titchmarsh Construction                       
Oxford City Council,Direct Services,Engineering Services Supplies and Services,D3319   , ,21/07/2015,60041195_1,£31430.00,Revenue,20017934,M J Titchmarsh Construction                       
Oxford City Council,Direct Services,Engineering Services Supplies and Services,D3319, ,04/08/2015,60041708_1,£21398.50,Revenue,20017934,M J Titchmarsh Construction                       
Oxford City Council,Direct Services,General Contracted Services,D3401, ,25/08/2015,60042804_0,£775.00,Revenue,20017934,M J Titchmarsh Construction                       
Oxford City Council,Direct Services,General Contracted Services,D3401, ,25/08/2015,60042805_1,£590.00,Revenue,20017934,M J Titchmarsh Construction                       
Oxford City Council,Direct Services,General Contracted Services,D3401, ,25/08/2015,60042806_0,£1020.00,Revenue,20017934,M J Titchmarsh Construction                       
Oxford City Council,Housing and Property,Consultants Fees,D3411,Portfolio Management,28/07/2015,1018889_1,£2000.00,Revenue,20017937,Fisher German Llp                                 
Oxford City Council,Business Improvement,Consultants Fees,D3411,Cse Initial,04/08/2015,1018821_1,£1732.50,Revenue,20017939,Centre For Assesment                              
